Patient,ROI,Scanner,Batch,original_firstorder_10Percentile,original_firstorder_90Percentile,original_firstorder_Energy,original_firstorder_Entropy,original_firstorder_InterquartileRange,original_firstorder_Kurtosis,original_firstorder_Maximum,original_firstorder_Mean,original_firstorder_MeanAbsoluteDeviation,original_firstorder_Median,original_firstorder_Minimum,original_firstorder_Range,original_firstorder_RobustMeanAbsoluteDeviation,original_firstorder_RootMeanSquared,original_firstorder_Skewness,original_firstorder_TotalEnergy,original_firstorder_Uniformity,original_firstorder_Variance,original_glcm_Autocorrelation,original_glcm_ClusterProminence,original_glcm_ClusterShade,original_glcm_ClusterTendency,original_glcm_Contrast,original_glcm_Correlation,original_glcm_DifferenceAverage,original_glcm_DifferenceEntropy,original_glcm_DifferenceVariance,original_glcm_Id,original_glcm_Idm,original_glcm_Idmn,original_glcm_Idn,original_glcm_Imc1,original_glcm_Imc2,original_glcm_InverseVariance,original_glcm_JointAverage,original_glcm_JointEnergy,original_glcm_JointEntropy,original_glcm_MaximumProbability,original_glcm_SumEntropy,original_glcm_SumSquares,original_gldm_DependenceEntropy,original_gldm_DependenceNonUniformity,original_gldm_DependenceNonUniformityNormalized,original_gldm_DependenceVariance,original_gldm_GrayLevelNonUniformity,original_gldm_GrayLevelVariance,original_gldm_HighGrayLevelEmphasis,original_gldm_LargeDependenceEmphasis,original_gldm_LargeDependenceHighGrayLevelEmphasis,original_gldm_LargeDependenceLowGrayLevelEmphasis,original_gldm_LowGrayLevelEmphasis,original_gldm_SmallDependenceEmphasis,original_gldm_SmallDependenceHighGrayLevelEmphasis,original_gldm_SmallDependenceLowGrayLevelEmphasis,original_glrlm_GrayLevelNonUniformity,original_glrlm_GrayLevelNonUniformityNormalized,original_glrlm_GrayLevelVariance,original_glrlm_HighGrayLevelRunEmphasis,original_glrlm_LongRunEmphasis,original_glrlm_LongRunHighGrayLevelEmphasis,original_glrlm_LongRunLowGrayLevelEmphasis,original_glrlm_LowGrayLevelRunEmphasis,original_glrlm_RunEntropy,original_glrlm_RunLengthNonUniformity,original_glrlm_RunLengthNonUniformityNormalized,original_glrlm_RunPercentage,original_glrlm_RunVariance,original_glrlm_ShortRunEmphasis,original_glrlm_ShortRunHighGrayLevelEmphasis,original_glrlm_ShortRunLowGrayLevelEmphasis,original_glszm_GrayLevelNonUniformity,original_glszm_GrayLevelNonUniformityNormalized,original_glszm_GrayLevelVariance,original_glszm_HighGrayLevelZoneEmphasis,original_glszm_LargeAreaEmphasis,original_glszm_LargeAreaHighGrayLevelEmphasis,original_glszm_LargeAreaLowGrayLevelEmphasis,original_glszm_LowGrayLevelZoneEmphasis,original_glszm_SizeZoneNonUniformity,original_glszm_SizeZoneNonUniformityNormalized,original_glszm_SmallAreaEmphasis,original_glszm_SmallAreaHighGrayLevelEmphasis,original_glszm_SmallAreaLowGrayLevelEmphasis,original_glszm_ZoneEntropy,original_glszm_ZonePercentage,original_glszm_ZoneVariance,original_ngtdm_Busyness,original_ngtdm_Coarseness,original_ngtdm_Complexity,original_ngtdm_Contrast,original_ngtdm_Strength
CCR1_GE1,020_00,GE,1,-991,-617,840656944,3.936326993,264,1.721979865,-519,-818.3877976,127.5711122,-823.5,-1010,491,107.3156755,250.0977404,0.221752562,501070072.2,0.09003769,20272.50199,100.493205,21076.26422,166.6491694,110.5238866,18.92783942,0.707668085,3.182722071,3.030498157,7.773328778,0.444282309,0.368808711,0.961765491,0.880751001,-0.236136151,0.876741193,0.182272194,8.808752856,0.0309796,6.938435379,0.154810412,4.864097042,32.36293151,6.923437374,1360.306845,0.101213307,37.42913469,1210.106548,32.29289775,109.6975446,85.81026786,2822.55811,17.69924053,0.0800469,0.108002083,14.62903607,0.004371251,651.8757826,0.062781885,29.40362935,123.8600756,3.175825135,285.6412606,0.356703792,0.056621294,4.845700322,7372.728919,0.68348961,0.770930632,0.810633695,0.833650061,110.563272,0.034765729,111.4566301,0.05556163,24.88068894,134.7018943,235.6380857,9115.908774,46.22798109,0.040026027,225.6251246,0.112475137,0.280581799,37.60908612,0.014618128,7.616295011,0.149255952,190.7494217,11.13586564,0.000659017,291.4313186,0.247912468,0.143068892
CCR1_GE1,020_01,GE,1,-993,-614,842920032,3.980154158,266,1.717114392,-519,-818.9928571,128.9199118,-825,-1015,496,108.116793,250.4341516,0.222358362,502418976.3,0.085814588,20689.33566,101.0459717,21707.85135,170.5896715,111.9290015,19.69551251,0.700782946,3.267498559,3.058649819,7.94723185,0.432380127,0.356416432,0.96035143,0.877893662,-0.232315112,0.874926266,0.19347833,8.831021268,0.026190447,7.042180972,0.138293108,4.926328038,32.90612851,7.001941123,1412.042113,0.105062657,33.06985365,1153.348065,32.87237842,110.0154018,75.86130952,2650.370015,15.75891587,0.090181817,0.115097811,15.63330706,0.005903094,660.1556651,0.062257863,30.5583049,122.3933214,2.944882392,269.4422032,0.347474874,0.070642997,4.860625793,7722.625482,0.701816762,0.786864698,0.719417821,0.843332837,109.5798318,0.048889271,114.6929577,0.053846459,26.63219577,134.8605634,204.8779343,8750.314085,39.65135557,0.052677683,254.1333333,0.119311424,0.293390688,41.22126676,0.017596543,7.568487915,0.158482143,165.0636117,11.24323346,0.000651384,297.2123597,0.259099313,0.140566413
CCR1_GE1,020_02,GE,1,-995,-614,839139951,3.996269666,264,1.724538862,-524,-819.7656994,128.9118545,-826,-1015,491,108.8249618,249.8719837,0.22562293,500165874.8,0.083363671,20724.35872,100.5512926,21822.51129,174.9360975,112.0354157,19.76809959,0.700095255,3.279083952,3.061802716,7.948651213,0.428924106,0.353440688,0.960214058,0.877457113,-0.232501016,0.876300434,0.203014734,8.802486318,0.023994803,7.070092824,0.130253579,4.947189619,32.95087883,7.008227741,1468.369494,0.109253683,31.05946798,1120.407738,32.90501988,109.4948661,71.64508929,2606.795015,14.98772083,0.096031966,0.114597766,14.83031236,0.005968076,662.7542789,0.06205176,30.73675171,120.8425752,2.782116863,255.4939917,0.344159171,0.07759087,4.860246331,7831.659344,0.707169375,0.793435211,0.672125052,0.847867546,108.3915239,0.055616765,114.207619,0.05438458,26.39271542,128.6433333,198.0361905,8745.803333,38.82083127,0.053859941,242.2238095,0.115344671,0.283356488,35.02628959,0.014914627,7.61076151,0.15625,157.0761905,10.95453426,0.000663737,297.4016258,0.260200709,0.140436925
CCR1_GE1,020_03,GE,1,-994,-619,828233838,3.988005781,265,1.732711051,-525,-820.9098214,127.6729438,-827.5,-1015,490,107.0130862,248.2429083,0.224309487,493665331.5,0.084608511,20378.92089,99.00919547,21294.45886,171.6493232,110.5721413,19.13891044,0.70497821,3.222874971,3.050804603,7.739582087,0.432262499,0.357003675,0.961356542,0.879183714,-0.225635624,0.871454754,0.205148401,8.726440775,0.025093352,7.0744699,0.135626301,4.936663787,32.42776294,7.005598736,1428.109077,0.106258116,32.35582868,1137.138393,32.35934709,108.1412946,73.64888393,2509.080283,15.73486342,0.096606786,0.12305943,15.93507365,0.006007304,659.4414959,0.061898891,29.96442753,120.0278786,2.678098652,240.3955543,0.340929059,0.076408193,4.850648526,7733.438448,0.703168078,0.79130609,0.674642006,0.849856824,108.4016978,0.053630515,124.8417523,0.055807668,25.06522262,126.1949039,197.9597675,9261.403219,38.06290572,0.050674951,295.0303979,0.131886633,0.324182993,39.97129951,0.01725246,7.452800889,0.166443452,161.8631449,10.92857183,0.000672628,289.9622786,0.250934952,0.142563995
CCR1_GE1,020_04,GE,1,-993,-606,844713113,3.911600573,275,1.719478839,-521,-819.5639137,130.4309764,-827.5,-1010,489,109.8491169,250.7003751,0.239887366,503487734.8,0.094308811,21056.56467,100.393086,22472.08141,201.2446196,113.9942098,19.86784676,0.70315139,3.245039137,3.054946991,8.258748598,0.444290056,0.370089783,0.960108484,0.879147518,-0.241654864,0.881763827,0.184011281,8.767064743,0.032733621,6.875243713,0.16018946,4.863521828,33.46551415,6.91482993,1361.296875,0.10128697,38.26475805,1267.510417,33.45619012,110.1541667,86.95379464,2737.83125,18.29628029,0.088600599,0.109512461,15.04313503,0.005613278,668.8790166,0.064493071,30.66365802,124.9130001,3.208380825,287.0657806,0.382982779,0.065840137,4.830047625,7404.174508,0.686675617,0.770066392,0.816120879,0.833639356,111.7619988,0.042651704,111.3824975,0.054760323,26.32050036,136.9321534,248.2625369,8844.753196,50.32761482,0.051802271,231.6529007,0.113890315,0.276170474,37.23432411,0.018896947,7.564153203,0.151339286,204.6012391,11.45791466,0.000609869,304.2891658,0.266373734,0.140458568
CCR1_GE1,020_05,GE,1,-995,-605,849764287,3.984964248,276,1.710776535,-515,-819.8445685,131.9847685,-827,-1013,498,111.1698704,251.4488207,0.238436268,506498466,0.086382511,21547.06922,101.1477518,23231.95577,199.7330397,116.0445393,20.65230119,0.697796577,3.337412607,3.090183009,8.391087698,0.429124619,0.354058419,0.958673382,0.875952332,-0.232186474,0.876320917,0.19889308,8.791975223,0.025780605,7.055979842,0.13702172,4.938484233,34.17421013,7.00954037,1473.818006,0.109659078,32.31393814,1160.980952,34.18939267,110.7896577,73.709375,2554.522991,15.84605068,0.103350951,0.114059596,15.50602168,0.006361848,665.1267511,0.062482262,31.98304503,123.0307748,2.88597623,265.3054953,0.377563377,0.084506071,4.860708672,7846.293461,0.709343008,0.790985577,0.706523988,0.847615911,110.5964319,0.061154107,114.2371036,0.054063939,26.86976504,135.6488405,209.4879319,8067.753431,43.93732167,0.054484682,243.199716,0.115096884,0.270572428,36.9888012,0.01615346,7.612265768,0.157217262,169.0303852,11.43239027,0.00063127,306.8344927,0.27858284,0.138630946
CCR1_GE1,020_06,GE,1,-996,-609,844552190,4.022173059,277,1.715356347,-516,-820.6959821,131.4170312,-825,-1014,498,111.2248389,250.6764939,0.241157257,503391817.3,0.083106045,21506.18094,100.4335757,23292.63885,203.9747198,116.04542,20.59674123,0.698403346,3.342845457,3.100828929,8.323833225,0.424674852,0.349529941,0.958765036,0.875622328,-0.219375245,0.866962881,0.207465654,8.75046823,0.023782732,7.171926605,0.131435663,4.968012385,34.16054031,7.030984351,1496.870833,0.111374318,30.65328364,1116.945238,34.21675912,110.2203869,69.50401786,2296.324554,15.45157284,0.10894387,0.124274134,17.17882485,0.005948162,651.0931472,0.060553082,32.07035245,122.2684837,2.608394511,237.637099,0.362214314,0.089502069,4.875650893,7940.489445,0.714469673,0.798729396,0.623340814,0.851658625,110.6813625,0.065099114,126.1172945,0.053988568,25.89035158,133.6909247,180.1960616,6759.549658,38.91657116,0.050079173,312.8715753,0.13393475,0.306234729,42.88623315,0.011645525,7.472228257,0.173809524,147.0941664,11.74615466,0.000656481,301.6326985,0.278309359,0.139211348
CCR1_GE1,020_07,GE,1,-995,-617,829529517,4.003149764,275,1.714517229,-512,-822.0186756,129.285743,-826,-1014,502,108.9823639,248.4370065,0.232590138,494437615.6,0.085431293,20924.4908,98.33002441,22086.46791,189.9693004,113.206825,19.52505713,0.705826853,3.241938351,3.073127358,7.993300352,0.432932146,0.358480743,0.960707605,0.878808017,-0.216053206,0.863669157,0.208211152,8.655028224,0.026094728,7.142975638,0.141221951,4.940791264,33.18297053,7.009108244,1436.697024,0.1068971,33.01863064,1148.196577,33.17312374,108.1733631,74.36525298,2248.973065,16.64364941,0.104826282,0.125917618,16.9809197,0.005590152,642.6905301,0.060337174,30.74824341,121.1596056,2.593421097,227.6773792,0.357233279,0.08325746,4.878601001,7724.555812,0.703633695,0.791145833,0.637322517,0.848424525,109.8628626,0.058366285,129.5098375,0.055393429,24.43426748,130.7587682,191.5106929,7019.004277,40.61240122,0.046302216,325.7031651,0.139308454,0.326636767,43.35971869,0.013446838,7.374108955,0.173958333,158.4654062,11.57663196,0.000675386,288.9752244,0.261293028,0.142287182
CCR1_GE1,020_08,GE,1,-993,-614,858088206,3.971443841,282.25,1.70727934,-503,-817.784375,129.8225721,-819,-1012,509,110.569825,252.6773608,0.227150837,511459903.3,0.091690405,21320.96467,101.9764632,22746.50066,186.5770238,115.132042,19.85224796,0.705621096,3.259550715,3.063318162,8.146044281,0.440615965,0.366265821,0.960088308,0.878482627,-0.230169563,0.871887608,0.187529324,8.840600076,0.0326959,7.028271812,0.162812434,4.871624708,33.7460725,6.927660287,1526.114732,0.113550203,39.52944832,1232.319048,33.88859107,111.924256,86.46622024,2428.630357,18.70561179,0.086846346,0.11346282,15.55088428,0.004784476,627.6449223,0.060413202,30.75780428,127.3423272,3.371976823,309.1751741,0.393737469,0.062917854,4.876714052,7614.792734,0.700862998,0.774948489,0.859725133,0.841061141,114.8786935,0.040132492,105.4404332,0.054378769,25.38417718,138.2980918,258.9819495,8505.196493,53.67389438,0.044931784,204.223311,0.105324039,0.275416912,36.83236127,0.014691482,7.731767866,0.144270833,210.9375334,13.32690432,0.000622944,293.958897,0.266671117,0.142299011
CCR1_GE1,020_09,GE,1,-995,-615,858743225,4.019651656,286,1.702067,-507,-818.8107887,131.1927992,-823,-1014,507,111.2321246,252.7737826,0.231924001,511850324.7,0.087107293,21791.97276,102.089755,23625.11314,197.6192028,117.2137474,20.79659257,0.698504141,3.355863072,3.098382474,8.407497318,0.427826606,0.353171883,0.95839044,0.87531611,-0.220146767,0.863349989,0.200932553,8.83087832,0.026951378,7.170394519,0.14419016,4.937264564,34.502585,7.002989922,1577.549702,0.11737721,33.49685812,1170.722024,34.57457336,111.9268601,74.43876488,2320.546503,16.29871977,0.100854095,0.116904958,15.69504127,0.006265389,637.6513631,0.060038695,32.06045991,124.9085322,3.012951431,281.1109781,0.382384512,0.081176225,4.900397014,7955.840683,0.717212909,0.79235348,0.739736429,0.850984155,112.8798203,0.058026168,111.1190131,0.053758594,25.87818436,135.3928399,220.7982583,7553.369618,46.98617993,0.055648479,222.9932269,0.107882548,0.268541531,34.25530913,0.017594405,7.688698169,0.153794643,178.5199517,13.92055807,0.000615616,300.0635502,0.2807601,0.139461741
CCR1_GE1,020_10,GE,1,-996,-615,848342526,4.032110672,283,1.711391345,-514,-820.333631,130.4355093,-827,-1013,499,110.6702691,251.2383802,0.237514625,505651031.3,0.085523358,21640.73378,100.6601717,23358.5274,201.2102929,116.3974225,20.59392502,0.699168035,3.344470649,3.102590561,8.313713212,0.425862886,0.351124128,0.958744186,0.87556435,-0.21558693,0.862455854,0.206395159,8.758352046,0.026080795,7.20843795,0.142400961,4.947252556,34.24783689,6.994887753,1618.713393,0.120439985,33.63831645,1149.433929,34.32338696,110.5776042,73.16629464,2177.28058,16.52516302,0.106338838,0.122864268,16.46773058,0.006109772,631.5608142,0.059014919,31.770224,123.4813608,2.639131714,236.1847915,0.366316905,0.085401517,4.892449036,7977.506987,0.719607298,0.796646062,0.632218139,0.852647861,111.7950952,0.06151216,129.3977901,0.054992686,24.94402332,132.7224819,187.2562686,5878.404165,41.91777024,0.04768292,297.0543986,0.126244963,0.268658731,35.31579036,0.013042511,7.465958197,0.175074405,154.6309559,13.73580757,0.000630664,297.8203413,0.277950762,0.139901211
CCR1_GE1,020_11,GE,1,-995,-620,825586281,3.994598292,278,1.711197495,-512,-822.7107887,128.2942722,-829,-1011,499,108.5474127,247.8458204,0.233757453,492087266.2,0.088869911,20910.20408,97.93845444,22068.90913,194.8381581,113.3638252,19.53135882,0.706093644,3.238922684,3.076187369,8.034768044,0.433123918,0.359174277,0.960716842,0.878945451,-0.21459606,0.861613144,0.211955382,8.630197841,0.028542408,7.130908386,0.150800127,4.915541045,33.22379601,6.937104921,1562.586161,0.116263851,35.82492185,1194.411607,33.18728232,107.7975446,76.84017857,2087.698735,17.40952888,0.103348132,0.133079371,17.76371945,0.005087767,639.4446641,0.059996557,30.40196998,121.4381599,2.538913642,216.6048787,0.353793646,0.08049344,4.86131755,7827.335789,0.713165185,0.792141712,0.6229165,0.852176987,110.4450158,0.056142538,146.7363919,0.057051474,22.91477304,131.8460342,179.6493002,5031.922628,39.87657605,0.041579497,373.6772939,0.145286662,0.314420271,41.94421731,0.008930383,7.258082033,0.191369048,152.343393,13.15125785,0.000639555,289.5464112,0.261674277,0.142367301
CCR1_GE1,020_12,GE,1,-992,-621,837133657,3.928944728,278,1.724227865,-515,-819.5783482,125.9927764,-827,-1011,496,107.0294066,249.5730964,0.228956684,498970031.6,0.094000629,20498.51871,100.3570107,21562.31227,180.5648526,111.5993071,19.44544996,0.703341094,3.240308144,3.04841102,7.89745086,0.437295972,0.361576238,0.960791598,0.878821404,-0.24920071,0.886034859,0.187373602,8.793075641,0.033559155,6.881393733,0.163655259,4.826581137,32.76118927,6.780912901,1680.10253,0.125007629,40.36215122,1263.368452,32.64737455,109.290625,85.50275298,2213.855506,18.75200931,0.084039519,0.118900313,15.91403776,0.004422252,652.9583607,0.062400047,29.41370195,124.3904667,3.433133159,306.8670234,0.394338029,0.05912485,4.792125652,7814.803533,0.714298501,0.780048077,0.892634424,0.848240278,112.9801002,0.036973361,113.178158,0.056959315,24.09901552,134.3860091,255.870156,7978.315048,53.6809688,0.038720642,213.7428284,0.107570623,0.283409283,36.86553213,0.01288952,7.670796029,0.147842262,210.118923,14.01428925,0.000570963,305.3130779,0.255673344,0.141289018
CCR1_GE1,020_13,GE,1,-994,-620,837043373,3.973468914,281,1.716174986,-512,-820.587872,127.3869351,-826,-1011,499,108.0263841,249.5596379,0.228006872,498916218.2,0.09164791,20903.51906,100.3935694,22265.83158,186.0338969,113.4279287,20.19141382,0.697970239,3.306182281,3.075509154,8.182921605,0.432254723,0.356482621,0.959460217,0.876795039,-0.237277844,0.878415943,0.189280251,8.779722733,0.030248029,7.021889824,0.154842278,4.885129455,33.40483563,6.909308968,1559.269643,0.116017087,36.50772104,1231.747917,33.23169084,109.3040923,79.87641369,2239.823958,17.74645339,0.09500527,0.11791507,16.1743113,0.004872109,648.4618775,0.061568444,30.33059691,123.4621792,3.112276743,277.59096,0.389533083,0.072089897,4.856295238,7808.928182,0.710192564,0.785170559,0.775204205,0.846130268,111.671031,0.048317058,117.397689,0.05652272,24.32262515,136.9870005,234.5440539,7332.846895,50.48945891,0.043139156,227.8656716,0.109709038,0.278163265,38.06966674,0.012920905,7.597503247,0.15453869,192.6718766,14.66253196,0.000571049,305.0205972,0.266750924,0.139202499
CCR1_GE1,020_14,GE,1,-995,-620,828773395,3.992192222,277,1.730237164,-515,-822.0000744,127.4698648,-826,-1015,500,108.2708295,248.3237547,0.240296513,493986932.2,0.089948348,20860.71719,98.9576347,22196.28847,197.7010201,112.9397225,19.96508284,0.699645138,3.290714988,3.081548309,8.091679838,0.430251787,0.354869909,0.959870272,0.877190299,-0.222681196,0.867310959,0.199068052,8.70135613,0.029176512,7.102627434,0.152765065,4.904022801,33.22620135,6.93344151,1616.200446,0.120253009,36.64311205,1208.905804,33.12759865,108.1433036,78.14776786,2079.623661,17.62808962,0.098744032,0.12649527,16.75676417,0.00608575,640.8318975,0.060284985,30.33660016,121.9222479,2.714187561,233.9477495,0.362670021,0.076070332,4.863995197,7874.157837,0.715305362,0.790676511,0.662694047,0.85049368,110.717992,0.052552671,136.5203997,0.056836136,24.08132274,129.5154038,195.2489592,5664.642798,43.05036805,0.049581911,307.2114904,0.127898206,0.283328424,36.49658655,0.015918889,7.420471738,0.178720238,163.9411606,14.49858751,0.000595627,298.6930933,0.263963455,0.140561597
CCR1_GE1,020_15,GE,1,-996,-624,811438506,4.002634053,275,1.720311708,-515,-824.1546131,126.6947167,-827,-1013,498,107.8670123,245.7130213,0.230367859,483654543.8,0.087152246,20436.71017,96.67587983,21414.14523,194.0985828,111.3074166,19.12890363,0.706979305,3.219662943,3.067947004,7.779834643,0.430837601,0.355599199,0.961416304,0.879291441,-0.21853895,0.865405594,0.209861898,8.58085699,0.027595494,7.128969092,0.147589993,4.908169346,32.60908007,6.933554731,1595.815923,0.118736304,35.41396285,1171.32619,32.42398875,106.0529018,75.51659226,2012.79122,17.11424402,0.104332859,0.13283959,16.85951674,0.006193287,637.4888657,0.059621312,29.76889879,119.0988367,2.532511701,212.7458181,0.353357714,0.082356403,4.855395992,7909.871049,0.717787048,0.794888965,0.616469719,0.854400057,108.3067558,0.058632824,147.5691886,0.057847585,22.61288976,126.0603685,177.8283026,5103.927479,39.45014945,0.048130107,364.7357899,0.142977573,0.308803148,37.22166054,0.013427603,7.296381124,0.189806548,150.070977,13.17402139,0.000643258,287.8654957,0.252846904,0.143012386
CCR1_GE1,030_00,GE,1,-956,-592,1263881685,4.158172114,226,1.905832612,-527,-747.2732887,114.6187556,-717,-1017,490,91.46722889,306.6574895,-0.405628151,753331417.3,0.060082299,17461.1431,151.3470546,15786.76437,-365.9746288,88.77551731,23.28524613,0.584494229,3.797838885,3.130851518,7.328259572,0.355675391,0.270357551,0.948832782,0.85319222,-0.192735952,0.839192906,0.211212937,11.61785002,0.008820076,7.505641099,0.024410029,4.959625324,28.01519086,6.963542129,2067.529613,0.153834049,5.355967876,807.5061012,27.99506722,163.1789435,24.0249256,4348.365104,0.910879249,0.035256022,0.130649147,19.88800556,0.004895869,689.9691757,0.05883854,27.58775478,161.5909653,2.565341793,422.629748,0.09177494,0.035099498,4.740076965,9792.34776,0.798211252,0.872275641,0.530486792,0.893705583,143.246109,0.031164357,118.4715935,0.05472129,25.64656572,153.9584296,84.20046189,14678.71732,2.69867719,0.038570907,232.0309469,0.107173648,0.294009587,42.99299045,0.013514984,7.802969514,0.16108631,45.66303303,7.604444967,0.000626296,314.4433004,0.300146719,0.091335255
CCR1_GE1,030_01,GE,1,-961,-590,1279218032,4.168751813,224,1.948673458,-524,-745.9994048,115.742185,-711,-1018,494,91.86237945,308.5124197,-0.446581153,762472583.1,0.060393138,17895.58214,152.9577159,16756.62036,-412.4080288,90.15472378,24.1875246,0.576607036,3.874717833,3.157334901,7.564999073,0.351915476,0.265799997,0.951465374,0.856391102,-0.194256383,0.839609508,0.203396893,11.68186102,0.008752469,7.523288411,0.021990867,4.965725569,28.58556209,6.95677684,2113.573512,0.157259934,5.182588616,811.6837798,28.70642961,165.1197917,23.6655506,4141.110119,1.07076093,0.042593118,0.130647156,20.65121021,0.005854597,695.3202749,0.059205081,28.38575374,164.2350177,2.627652731,436.5215787,0.111378755,0.042488937,4.747345397,9819.629574,0.799904461,0.873099817,0.561481464,0.895170465,146.4427608,0.037749833,117.6484962,0.055285947,26.33169426,160.175282,84.52349624,14692.9812,3.194827648,0.045734461,227.1766917,0.106755964,0.296591108,45.1994297,0.015299165,7.790017761,0.158333333,44.63429956,6.8676289,0.000620256,358.959765,0.284293392,0.098923571
CCR1_GE1,030_02,GE,1,-956.1,-590,1283152273,4.158238463,220,1.955786135,-525,-744.7939732,114.387607,-711,-1018,493,90.44838619,308.9864712,-0.446701933,764817571.1,0.060951274,17516.63397,153.6470496,16295.85884,-409.8984014,88.09862707,24.21305993,0.568681072,3.877474201,3.154869588,7.563423564,0.351606162,0.265170827,0.951404529,0.856304773,-0.187128237,0.830422694,0.20159519,11.73352417,0.00876964,7.527838348,0.023494558,4.96324363,28.07792175,6.935687024,2072.95625,0.154237816,5.164045621,819.185119,28.15040147,165.6731399,23.64188988,4127.290625,1.101801196,0.038633638,0.129478339,20.29836853,0.005331661,700.7161815,0.059646214,27.70547879,164.6495498,2.516170523,423.3111878,0.099371803,0.038104117,4.737033957,9810.996988,0.799296772,0.873122711,0.507430674,0.893820863,146.7094334,0.033591608,119.5688157,0.054672527,25.88050978,156.1659808,83.7741198,15047.94742,2.926796926,0.041404327,227.6620942,0.104097894,0.280047082,42.40695432,0.013829125,7.808044678,0.162723214,46.00812132,6.894049725,0.000609695,363.8562061,0.282641565,0.096849126
CCR1_GE1,030_03,GE,1,-958,-593,1267383075,4.149355987,217,1.9482275,-531,-746.9582589,114.289387,-716,-1023,492,90.51929336,307.0819694,-0.45465637,755418406.2,0.061286073,17547.20964,151.7036017,16231.07147,-403.1675946,88.74206299,23.40037035,0.582373066,3.810896225,3.137699623,7.327827444,0.353497503,0.26733701,0.948608641,0.852725903,-0.194352604,0.842989016,0.208678781,11.63478286,0.008838044,7.490443215,0.024824312,4.956390737,28.03560834,6.910485434,2084.078274,0.155065348,4.949602377,823.6848214,28.15950011,163.6792411,23.14642857,4112.465253,0.960686896,0.041692489,0.129438222,19.73202802,0.006037887,705.6274017,0.060002025,27.77444844,162.3051293,2.38945787,398.3385122,0.104066036,0.041714546,4.723163339,9824.536468,0.800343905,0.874387592,0.459689984,0.894490011,144.4595714,0.03755283,121.0376665,0.055598377,25.84334913,151.1249426,84.15709692,15279.49426,2.83001258,0.046166696,227.4694534,0.104487576,0.279267001,40.12364438,0.01487656,7.76452337,0.161979167,46.04334706,7.380070066,0.00062494,312.6116791,0.299361147,0.092403336
CCR1_GE1,030_04,GE,1,-960,-593,1257493048,4.159179639,228,1.911621705,-516,-748.297619,114.8794944,-717,-1024,508,91.780343,305.8814653,-0.412413767,749523496.8,0.060487119,17551.66797,150.635572,16063.34085,-368.602181,88.93255617,24.20718951,0.572463943,3.870812611,3.155414627,7.659483294,0.353645585,0.268065695,0.951429936,0.85660032,-0.200845284,0.852410515,0.20401256,11.59543676,0.008960625,7.482590662,0.025545735,4.964475518,28.28493642,6.955577297,2017.441369,0.150107245,5.772060962,812.946875,28.13798576,162.4909226,24.69650298,4423.152009,1.132838469,0.038602031,0.136574031,20.46134173,0.005084259,692.2398829,0.059152495,27.58513019,160.8765215,2.501502228,410.9843151,0.100180136,0.037981492,4.7383155,9732.218253,0.795654375,0.871142399,0.527474208,0.894010868,142.6189267,0.033516885,124.7028219,0.054983608,25.1849727,149.4563492,85.10670194,15310.59083,2.931719787,0.038957507,271.1666667,0.119562022,0.319706586,46.23991603,0.012483646,7.697347997,0.16875,49.99010386,7.137442224,0.000597951,367.7621877,0.28412544,0.096018477
CCR1_GE1,030_05,GE,1,-960.1,-590,1273716951,4.174605388,222,1.958603935,-527,-746.7773065,115.7014975,-711,-1022,495,91.55409234,307.8483498,-0.444834862,759193686.7,0.060176302,17918.18471,152.203854,17029.61983,-408.8655187,90.29474734,25.32498061,0.561969892,3.958957456,3.184356135,8.006923893,0.3529257,0.267154915,0.944906035,0.848418543,-0.207629139,0.858835461,0.191392367,11.6602474,0.008954404,7.479015954,0.022960589,4.968514487,28.90493199,6.956403873,1971.30253,0.146674295,6.282288428,808.769494,28.83561428,164.4818452,26.34188988,4727.308557,1.279159897,0.048118916,0.130045457,20.16776572,0.005415437,683.7640726,0.058690287,28.46462898,163.0701486,2.614944063,432.9432735,0.127244083,0.047884915,4.767120948,9570.71752,0.786253021,0.866197344,0.561409246,0.888919412,143.8944483,0.042392201,120.4882033,0.054667969,26.42551326,156.4310345,83.27858439,14375.98185,3.539171608,0.044227581,248.6760436,0.112829421,0.304684706,44.86526561,0.010814899,7.764103475,0.163988095,46.09293612,7.994525778,0.000594312,330.123726,0.332460472,0.086136981
CCR1_GE1,030_06,GE,1,-959,-589,1273404088,4.176534345,221.25,1.96226823,-526,-746.2519345,114.4336691,-714,-1024,498,90.26242944,307.8105391,-0.443305692,759007206,0.059467297,17603.3401,152.3967543,16442.38503,-401.4685033,88.11042641,25.18075531,0.5556869,3.962100929,3.179536626,7.845478921,0.347167289,0.260318491,0.945154179,0.848053978,-0.191265181,0.839186531,0.196477531,11.69034947,0.008437871,7.552009188,0.022457376,4.97558138,28.32279543,6.911287878,2099.767857,0.156232727,5.520269269,799.2404762,28.22118981,164.4243304,23.60364583,4046.623958,1.381876183,0.042907961,0.136008293,20.81509759,0.005138527,688.6245495,0.058537639,27.53562575,163.3979764,2.39228836,396.9101974,0.110959049,0.041586779,4.736609047,9838.904988,0.800803149,0.874902701,0.468087385,0.895117469,145.5981691,0.036469513,129.067637,0.055251557,25.45339182,153.4066781,77.25342466,13803.45248,3.197091574,0.038579262,259.5445205,0.111106387,0.290807202,42.72660267,0.009666352,7.712438629,0.173809524,44.15152937,7.948921511,0.000602389,330.1231549,0.325795567,0.08526758
