Patient,ROI,Scanner,Batch,original_firstorder_10Percentile,original_firstorder_90Percentile,original_firstorder_Energy,original_firstorder_Entropy,original_firstorder_InterquartileRange,original_firstorder_Kurtosis,original_firstorder_Maximum,original_firstorder_Mean,original_firstorder_MeanAbsoluteDeviation,original_firstorder_Median,original_firstorder_Minimum,original_firstorder_Range,original_firstorder_RobustMeanAbsoluteDeviation,original_firstorder_RootMeanSquared,original_firstorder_Skewness,original_firstorder_TotalEnergy,original_firstorder_Uniformity,original_firstorder_Variance,original_glcm_Autocorrelation,original_glcm_ClusterProminence,original_glcm_ClusterShade,original_glcm_ClusterTendency,original_glcm_Contrast,original_glcm_Correlation,original_glcm_DifferenceAverage,original_glcm_DifferenceEntropy,original_glcm_DifferenceVariance,original_glcm_Id,original_glcm_Idm,original_glcm_Idmn,original_glcm_Idn,original_glcm_Imc1,original_glcm_Imc2,original_glcm_InverseVariance,original_glcm_JointAverage,original_glcm_JointEnergy,original_glcm_JointEntropy,original_glcm_MaximumProbability,original_glcm_SumEntropy,original_glcm_SumSquares,original_gldm_DependenceEntropy,original_gldm_DependenceNonUniformity,original_gldm_DependenceNonUniformityNormalized,original_gldm_DependenceVariance,original_gldm_GrayLevelNonUniformity,original_gldm_GrayLevelVariance,original_gldm_HighGrayLevelEmphasis,original_gldm_LargeDependenceEmphasis,original_gldm_LargeDependenceHighGrayLevelEmphasis,original_gldm_LargeDependenceLowGrayLevelEmphasis,original_gldm_LowGrayLevelEmphasis,original_gldm_SmallDependenceEmphasis,original_gldm_SmallDependenceHighGrayLevelEmphasis,original_gldm_SmallDependenceLowGrayLevelEmphasis,original_glrlm_GrayLevelNonUniformity,original_glrlm_GrayLevelNonUniformityNormalized,original_glrlm_GrayLevelVariance,original_glrlm_HighGrayLevelRunEmphasis,original_glrlm_LongRunEmphasis,original_glrlm_LongRunHighGrayLevelEmphasis,original_glrlm_LongRunLowGrayLevelEmphasis,original_glrlm_LowGrayLevelRunEmphasis,original_glrlm_RunEntropy,original_glrlm_RunLengthNonUniformity,original_glrlm_RunLengthNonUniformityNormalized,original_glrlm_RunPercentage,original_glrlm_RunVariance,original_glrlm_ShortRunEmphasis,original_glrlm_ShortRunHighGrayLevelEmphasis,original_glrlm_ShortRunLowGrayLevelEmphasis,original_glszm_GrayLevelNonUniformity,original_glszm_GrayLevelNonUniformityNormalized,original_glszm_GrayLevelVariance,original_glszm_HighGrayLevelZoneEmphasis,original_glszm_LargeAreaEmphasis,original_glszm_LargeAreaHighGrayLevelEmphasis,original_glszm_LargeAreaLowGrayLevelEmphasis,original_glszm_LowGrayLevelZoneEmphasis,original_glszm_SizeZoneNonUniformity,original_glszm_SizeZoneNonUniformityNormalized,original_glszm_SmallAreaEmphasis,original_glszm_SmallAreaHighGrayLevelEmphasis,original_glszm_SmallAreaLowGrayLevelEmphasis,original_glszm_ZoneEntropy,original_glszm_ZonePercentage,original_glszm_ZoneVariance,original_ngtdm_Busyness,original_ngtdm_Coarseness,original_ngtdm_Complexity,original_ngtdm_Contrast,original_ngtdm_Strength
CCR1_GE3,dcork_14,GE,3,-562,-437,1383623767,3.015499566,65,3.209398274,-327,-500.2214,38.6907284,-500,-682,355,27.20762416,526.0463415,-0.098999617,2111242320,0.14469088,2380.731582,74.5541947,389.4390275,-4.093155667,11.04200445,4.267679457,0.441529341,1.561562729,2.271526544,1.770106733,0.513535927,0.454731577,0.982194984,0.911343831,-0.070542871,0.545334718,0.430384046,8.53582645,0.025041951,5.806511977,0.052129148,3.768045374,3.827420976,6.395710171,496.1744,0.09923488,8.59891376,723.4544,3.85704124,76.3214,43.4892,3256.675,0.693722371,0.018026601,0.089743587,7.151540974,0.002124182,567.3139449,0.139868831,4.101461627,76.59815983,1.852988113,140.6331885,0.032268544,0.018401297,3.900704729,2807.110976,0.687503068,0.811276923,0.3115387,0.853869701,65.59691902,0.015958693,35.36997319,0.094825665,11.26310115,83.21715818,7446.761394,546805.4504,108.3898147,0.030839684,103.4825737,0.277433174,0.541833165,44.28113906,0.015652,5.895415481,0.0746,7267.072041,3.900032274,0.001689118,96.93391866,0.03745556,0.134083991
CCR1_GE3,dcork_15,GE,3,-561,-439,1438750313,3.004197422,61,3.251222216,-305,-500.1990385,37.83649926,-500,-690,385,26.06320714,526.0064187,0.049051703,2195358754,0.148330399,2315.305191,74.30098762,382.4638416,1.941808189,10.89220465,4.218792822,0.441542094,1.562708354,2.26230574,1.713858652,0.511911702,0.452323508,0.984370473,0.915957956,-0.07045017,0.541758486,0.428271775,8.522473686,0.026204994,5.789803136,0.057544932,3.75924252,3.777749369,6.319970905,522.9142308,0.100560429,8.243342271,771.3180769,3.792976923,76.21307692,42.7025,3200.819038,0.651917217,0.017124966,0.088610439,7.263268949,0.002062055,598.4551417,0.141627363,4.074816103,76.45592882,1.844324183,139.7230293,0.030633646,0.017461688,3.888251363,2934.339166,0.689951588,0.812677515,0.309259521,0.855219038,65.53253171,0.015168272,39.33495146,0.095473183,10.84510204,85.29854369,7361.674757,539844.3592,105.8153628,0.026546555,96.94174757,0.235295504,0.494544095,44.06098009,0.014720062,6.120505484,0.079230769,7202.376049,3.525584484,0.001670366,109.5454916,0.031484947,0.154714247
CCR1_GE3,resin_00,GE,3,486,549,11881090400,2.086438808,33,3.026796017,620,517.3012,19.65893488,517,430,190,13.88577868,1541.498647,-0.014082211,18129105225,0.2752796,608.6908786,18.35226842,29.10837909,-0.416968312,3.071780288,0.949267075,0.525777227,0.695307673,1.407470981,0.453777394,0.692108788,0.677683731,0.985815876,0.925502006,-0.131887199,0.616976211,0.496898478,4.221518943,0.096586842,3.828470191,0.192725088,2.847034695,1.005261841,6.056744346,312.0208,0.06240416,19.23041856,1376.398,1.05694576,18.808,130.5076,2317.18,8.864877141,0.072324923,0.028184035,0.630043058,0.003089763,802.8664102,0.253824845,1.210301795,19.25275994,3.743959465,68.00839857,0.264087074,0.074229899,3.645188851,1535.664731,0.47475001,0.632723077,1.095024157,0.706261266,13.83122144,0.053877561,19.82828283,0.200285685,4.040608101,25.07070707,66606.44444,1200470.768,4133.293824,0.141527892,21.74747475,0.219671462,0.459502948,11.93666675,0.076422447,4.878292606,0.0198,64055.68432,15.45252711,0.00162992,14.16832069,0.019509524,0.039558924
CCR1_GE3,resin_01,GE,3,517,581,12856773063,2.082657114,34,2.976426444,631,548.2094231,19.7929591,548,453,178,14.08775069,1572.404642,0.02419556,19617878819,0.274364719,613.8882574,20.61962423,28.21669217,0.231577816,3.120644114,0.925754512,0.541043806,0.681792213,1.398900124,0.450290732,0.697292043,0.68343948,0.98616147,0.926894854,-0.137533174,0.630156215,0.491247505,4.48003349,0.095866826,3.822464806,0.182110563,2.856728034,1.011599656,6.144769498,306.8642308,0.059012352,21.38740381,1426.696538,1.052285466,20.87019231,136.9540385,2751.520769,7.99064518,0.062074182,0.027786612,0.6845002,0.002082907,823.7953846,0.253499696,1.208689063,21.20976909,3.902863324,79.70868951,0.235302869,0.06367326,3.670386558,1565.410107,0.471983348,0.624955621,1.203602236,0.705226417,15.13582032,0.046033558,17.88,0.1788,3.8379,27.75,70860,1420201.59,3934.112214,0.089819912,24,0.24,0.480062059,14.43581629,0.040510543,4.714896813,0.019230769,68156,14.91993158,0.001593762,13.907107,0.019136533,0.038096713
CCR1_GE3,resin_02,GE,3,519,584,12414422497,2.104562503,35,2.752058198,634,551.5174,20.2820088,551,473,161,14.65588761,1575.717138,0.099974788,18942905421,0.26581328,629.4216972,21.29176513,30.46674611,0.520673184,3.373529063,0.94230066,0.564015933,0.688076851,1.407982653,0.456788153,0.695820457,0.681335906,0.985921297,0.926309872,-0.146805345,0.654526115,0.489015139,4.547947693,0.089982036,3.885829533,0.15833861,2.91014149,1.078957431,6.125896385,310.3224,0.06206448,19.99197504,1329.0664,1.09071484,22.025,134.7732,2743.1246,7.855562439,0.057344141,0.026813693,0.719853277,0.001801872,784.5565035,0.250282186,1.220858662,22.72155551,3.856568956,81.26334059,0.223587357,0.057163312,3.672508457,1488.615843,0.465165649,0.626384615,1.154483789,0.698070361,16.27199017,0.039921321,20.2038835,0.196154209,3.665189933,30.24271845,61265.2233,1293037.932,3245.96209,0.075598334,18.55339806,0.180130078,0.408723487,12.78463494,0.03360685,4.987458308,0.0206,58908.73353,13.78614471,0.001707177,13.72486338,0.019495887,0.040577718
CCR1_GE3,resin_03,GE,3,555,620,13506653735,2.081003111,33,2.843199339,665,587.4644231,19.83692234,588,503,162,14.0593679,1611.655488,-0.008359559,20609518028,0.274509024,615.8237343,16.4390633,25.87394666,-0.526510279,3.003476643,1.248473855,0.416321796,0.805403716,1.528671948,0.561098813,0.663363564,0.641359293,0.976402189,0.905212635,-0.102414393,0.498794255,0.489461914,4.000009413,0.087045146,3.965518787,0.176603888,2.824738319,1.062987625,5.982285861,347.9661538,0.066916568,17.68165588,1427.446923,1.050569194,17.20942308,113.5521154,1802.417885,8.871972261,0.08096505,0.030133928,0.652435546,0.003078674,882.4528813,0.256473723,1.178453865,17.70476032,3.569140475,58.88941698,0.285772376,0.082061073,3.521877782,1797.892424,0.504308547,0.66183432,1.036894952,0.724372641,13.11608708,0.060330623,24.44444444,0.226337449,3.774691358,25.03703704,65338.81481,1089395.769,4432.146479,0.131296401,21.90740741,0.202846365,0.430648673,11.97092374,0.054706782,4.754616383,0.020769231,63020.57064,22.15625012,0.001476823,11.403379,0.028864101,0.023569267
CCR1_GE3,resin_04,GE,3,448,521,11828746098,2.260752458,39.25,2.77064495,593,483.9676923,22.81290355,484,402,191,16.49263553,1508.230375,0.135332213,18049234158,0.23789926,792.3039562,15.23920658,47.367727,1.28210642,4.165518371,1.125170041,0.572734212,0.764240962,1.487259853,0.518038663,0.672979136,0.653848459,0.983328248,0.918969626,-0.149843999,0.65830639,0.495299839,3.804893019,0.07459156,4.146246106,0.135463617,3.058761668,1.322672103,6.211232785,339.6273077,0.065312944,18.1132186,1237.076154,1.35650588,16.46019231,118.2555769,1727.491731,11.31064107,0.096272204,0.028744617,0.635932186,0.003062703,771.6508313,0.227193598,1.484352155,17.1557022,3.490780158,54.49122351,0.334917247,0.096692572,3.719483112,1717.00649,0.49245608,0.653550296,0.97411361,0.71964878,12.79209097,0.069980833,19.27184466,0.187105288,4.115750778,26.5631068,57669.35922,857062.1845,4731.367834,0.147584305,18.80582524,0.182580828,0.398654586,10.86996339,0.046551236,5.057467033,0.019807692,55120.57989,17.18289148,0.001735304,14.42897251,0.025944671,0.040121665
CCR1_GE3,resin_05,GE,3,474,537,12655037176,2.047114978,34,2.681820585,580,505.5351331,19.53584885,506,433,147,14.11918126,1529.725024,-0.028073273,19310054285,0.276691227,580.9259106,14.30613391,23.69096885,0.007710563,3.012832783,1.042046121,0.486733007,0.739310833,1.441313378,0.476731925,0.67749646,0.660576388,0.979996262,0.911679594,-0.116644661,0.574503629,0.505328449,3.716614035,0.089709385,3.86478145,0.170745686,2.825318294,1.013719726,5.96565274,363.954142,0.067299213,16.85979375,1496.346154,1.005495331,14.97799556,118.3855399,1703.676036,10.40123213,0.09644135,0.029249129,0.512711077,0.004341533,913.9766048,0.259775852,1.125815556,15.24236563,3.557447805,51.6166222,0.334833957,0.099584528,3.528410303,1779.292695,0.493123121,0.650901798,1.030093128,0.720466456,11.09973079,0.074289984,22.44144144,0.202175148,3.736709683,20.0990991,69359.15315,998444.009,5626.584645,0.205204899,26.02702703,0.234477721,0.490336965,9.654752064,0.107129962,4.860071549,0.020525148,66985.44453,24.0535876,0.001461158,10.89309383,0.025667673,0.024503542
CCR1_GE3,resin_06,GE,3,475,540,12194579490,2.087017813,34,2.884010206,599,507.1738462,19.9391284,507,433,166,14.26913971,1531.375669,0.121940241,18607451614,0.270074926,618.0932391,14.65052187,27.27453764,0.709802352,3.096491842,1.177189191,0.450298756,0.790857759,1.497812266,0.522963674,0.663300081,0.642982186,0.977603255,0.906313839,-0.10399812,0.528465113,0.504713957,3.76436576,0.085031819,3.96397562,0.157874391,2.848414516,1.068420258,5.982476076,356.1096154,0.068482618,16.57086061,1404.389615,1.062594083,15.53769231,109.8678846,1591.929038,9.640374771,0.092256114,0.031268821,0.588456239,0.004467549,883.2238555,0.254832951,1.17810528,15.94168138,3.396473229,50.64126605,0.310861469,0.093893604,3.51003775,1829.115025,0.511873112,0.666952663,0.950115409,0.733358602,11.9094454,0.070274895,22.56363636,0.205123967,3.501570248,23.26363636,62818.94545,917443.2,5008.790354,0.176993146,26.32727273,0.239338843,0.49693064,10.81728048,0.110921097,4.928744205,0.021153846,60584.23471,23.7478781,0.001498419,11.25381638,0.028518566,0.024365806
CCR1_GE3,resin_07,GE,3,521,603,13609036910,2.418849345,45,2.676887586,658,562.0170118,25.84904951,563,467,191,18.67132019,1586.336637,-0.109496467,20765742355,0.21303389,1013.963838,25.7140864,76.85105926,-1.934000378,5.332540244,1.56685434,0.54818094,0.916589928,1.623114475,0.656935918,0.634548518,0.605765633,0.981773505,0.913954389,-0.149129354,0.6342573,0.487536497,4.977173903,0.058916674,4.499285258,0.106335165,3.233833801,1.724848646,6.236835262,407.6142751,0.075372462,14.17896509,1152.087278,1.694852137,26.7614645,94.81989645,2464.389053,4.839123469,0.053188587,0.033144282,0.969768763,0.002833542,769.0762529,0.205020205,1.810263581,27.06831785,3.202071675,83.99416952,0.168076577,0.053855497,3.726661801,2096.148858,0.536888663,0.693061561,0.852643727,0.74751597,20.39478833,0.040711851,16.71962617,0.156258188,5.013712988,34.70093458,52350.4486,1355232.28,2340.291939,0.104575773,24.62616822,0.230151105,0.49164261,15.20952517,0.080586224,5.159855918,0.019785503,49795.94917,12.54788807,0.001606848,20.94299269,0.029356714,0.044631879
CCR1_GE3,resin_08,GE,3,452,538,11984401849,2.445701441,44,2.909781637,614,493.7717308,26.12877885,491,413,201,18.70553079,1518.121426,0.336695954,18286745985,0.210889645,1061.636547,18.68047273,100.9501465,6.531546531,5.866613578,1.324433531,0.633204831,0.84266225,1.552313373,0.571576672,0.650916729,0.626499355,0.984424228,0.919961489,-0.178492489,0.722151327,0.494684157,4.188395738,0.061578063,4.450102137,0.125339007,3.272143268,1.797761777,6.306279241,374.5634615,0.072031435,15.26317008,1096.626154,1.784634283,20.06519231,103.1213462,1877.358654,8.152149489,0.079140845,0.031552931,0.79012609,0.003643864,716.4968224,0.203479562,1.898078918,20.68884154,3.302175804,63.62036583,0.263134341,0.079436974,3.802810855,1887.05429,0.517242097,0.677943787,0.894762242,0.735403493,15.63108251,0.058715243,20.02803738,0.187177919,4.420298716,31.13084112,49453.06542,857304.7944,3538.079015,0.148653778,22.45794393,0.209887326,0.458195575,13.22407813,0.088096822,4.96643562,0.020576923,47091.2871,13.1574216,0.001893441,19.01393966,0.027550616,0.055907718
CCR1_GE3,resin_09,GE,3,480,548,12769475246,2.145922487,34,3.195830513,610,512.4008876,20.76781713,510,443,167,14.54669312,1536.626023,0.450992207,19484672922,0.265141728,691.8477951,16.60607075,42.71278849,3.664331545,3.745224826,1.155920704,0.532035827,0.781694824,1.492054648,0.518654383,0.666441353,0.646451395,0.982873959,0.9171774,-0.132284499,0.620231819,0.50137518,3.994808157,0.084076283,4.043394142,0.156329729,2.947736701,1.225286383,6.038591324,365.1431213,0.067519068,16.78512384,1433.886464,1.183842224,17.28014053,112.3820266,1781.276072,8.832178352,0.080164667,0.030431918,0.647860535,0.003295585,896.3851244,0.250245697,1.30131592,17.75588172,3.41078524,57.03220784,0.269017757,0.08109019,3.580462694,1849.949862,0.502749684,0.662380519,0.950739803,0.726554971,13.18894103,0.05961759,18.59633028,0.170608535,4.459052268,23.7706422,65242.29358,994364.9817,4891.513704,0.149010199,24.24770642,0.222456022,0.477295126,12.32534949,0.074657904,5.12051875,0.020155325,62780.67722,18.28157106,0.001528059,14.70340133,0.0229384,0.036383955
CCR1_GE3,resin_10,GE,3,482,554,12329640527,2.247981864,39,2.842221019,608,515.5775,22.61576923,513,439,169,16.15453346,1539.832691,0.358521648,18813538402,0.242482692,785.8382245,17.59270272,52.3650079,3.583043387,4.350562117,1.215515469,0.566473263,0.800299831,1.520582554,0.545140729,0.662479908,0.641138916,0.982060665,0.915527211,-0.144618797,0.651641225,0.49742787,4.099840332,0.07380829,4.195175818,0.133828191,3.065058732,1.391519397,6.174954448,349.7226923,0.067254364,17.24996213,1260.91,1.359434172,18.47038462,111.0715385,1847.703846,8.654701053,0.077453594,0.0339079,0.772606344,0.003586759,803.1281029,0.231771601,1.471732295,19.09387103,3.369902209,59.25248899,0.262519872,0.077624924,3.663664417,1804.179496,0.506510746,0.66591716,0.929006152,0.729609312,14.28733885,0.056985374,19.84552846,0.16134576,4.143300945,26.91869919,49360.42276,798339.2033,3569.282268,0.129321744,34.36585366,0.279397184,0.54620407,13.95040177,0.080654387,4.998028457,0.023653846,47573.12684,17.06816373,0.001692071,14.36239079,0.026361685,0.038203456
CCR1_GE3,resin_11,GE,3,532,620,13843019748,2.506275961,48,2.719849373,689,575.5595414,27.29404868,575,484,205,19.72890049,1599.915617,0.127334999,21122771832,0.200731685,1139.25644,21.6940054,110.9251819,2.875919947,6.459667361,1.326797575,0.66197576,0.840744931,1.550795489,0.575390606,0.651699402,0.627840589,0.984416766,0.920175344,-0.192263894,0.748457363,0.49709812,4.517780112,0.056726649,4.554681818,0.1022744,3.373638982,1.946616234,6.421802503,385.8136095,0.071341274,15.57233367,1085.556953,1.905441424,22.57026627,103.8517012,2247.897559,6.856240834,0.072070309,0.031371431,0.851225107,0.002968862,711.7773928,0.194187346,2.037466056,22.94929479,3.331543331,73.39970217,0.232017589,0.074108986,3.878734306,1974.350096,0.519950093,0.677059627,0.907661306,0.736350128,17.10540197,0.056001043,14.98165138,0.137446343,5.168925175,30.90825688,47979.46789,986221.7248,2891.338091,0.140680333,25.53211009,0.234239542,0.488313608,15.77677144,0.057289619,5.267589027,0.020155325,45517.85153,12.89510758,0.001848874,18.5597962,0.029632655,0.052188089
CCR1_GE3,resin_12,GE,3,479,584,12088071831,2.679529749,63,2.149392144,636,530.365,33.511424,529,438,198,25.75155776,1554.867958,0.13466784,18444933824,0.16915192,1563.812975,24.37781413,165.611718,0.854374391,8.909847178,1.59199475,0.699125332,0.931102656,1.630595962,0.656571153,0.629419174,0.599722399,0.981463504,0.912608749,-0.215208775,0.790042776,0.490442252,4.748428571,0.044788949,4.802940629,0.080540358,3.543736877,2.625460482,6.444426855,390.0264,0.07800528,13.25902384,845.7596,2.57371584,24.9504,90.3404,2077.4484,6.721535132,0.070496592,0.034519213,0.959951887,0.003003721,589.0510496,0.167766161,2.598940661,25.50576763,3.093096679,74.77380835,0.218685415,0.069849964,3.929177835,1997.229194,0.548317598,0.700769231,0.815408303,0.755996947,19.62937316,0.052163058,16.42056075,0.153463185,5.026639881,30.40186916,34336.72897,802063.6449,2142.559173,0.12685281,25.3364486,0.236789239,0.496866432,14.64676571,0.061115139,5.134624375,0.0214,32153.13215,13.6454888,0.001986627,20.31923016,0.045645015,0.052512169
CCR1_GE3,resin_13,GE,3,502,605,12936879923,2.639191144,64,2.084092074,664,552.8194231,33.11073158,552,458,206,25.89079269,1577.295636,0.087896073,19740112187,0.173873891,1502.030661,23.60704933,141.4730308,-0.944326016,8.271172088,1.748574398,0.653092093,0.972368199,1.677961472,0.719768081,0.622134838,0.589886231,0.979790509,0.909411313,-0.194301739,0.748085807,0.48111111,4.687754901,0.045691696,4.784963636,0.081567068,3.481591767,2.504936622,6.390027284,393.6519231,0.075702293,13.63496672,904.1442308,2.466854697,23.93403846,88.55730769,2026.374423,6.492972002,0.074256386,0.034901236,0.925633209,0.003266779,627.4770708,0.17066773,2.516474731,24.26178793,3.051318051,71.2504927,0.223790141,0.074962303,3.87895354,2107.538241,0.55180121,0.705517751,0.791544661,0.75800107,18.54373995,0.05735697,16.55752212,0.146526744,5.140888088,30.40707965,38228.23009,874919.9381,2409.619422,0.129112578,21.08849558,0.186623855,0.423229636,12.98724318,0.04756556,5.256742763,0.021730769,36110.60146,15.0786133,0.0017518,22.04428405,0.046587174,0.047187882
CCR1_GE3,resin_14,GE,3,501,602,12438149705,2.642959498,63,2.09361687,662,552.7518,32.99227912,553,454,208,25.86141677,1577.222223,-0.021666471,18979110268,0.17463744,1483.702197,23.51258199,146.1930498,-4.122902069,8.283174171,1.758974771,0.651771537,0.974508806,1.682367504,0.724543942,0.622414221,0.589748287,0.979667949,0.909273369,-0.193854673,0.746683753,0.477031234,4.677559684,0.046522138,4.78237707,0.095936405,3.479985353,2.510537236,6.415327787,368.8332,0.07376664,14.64270576,873.1872,2.4735,23.9104,90.1032,2142.6304,6.69339388,0.078445749,0.038226078,0.99112178,0.003962448,603.7046256,0.171104124,2.512790801,24.02722944,3.068459886,72.80399532,0.234505718,0.079780698,3.883492599,2016.40461,0.549900372,0.704323077,0.800553537,0.756630127,18.24592902,0.061150956,16.15702479,0.133529131,5.441158391,29.29752066,29676.6281,714210.0165,1842.12731,0.144149314,31.04958678,0.256608155,0.517544145,15.09946888,0.075154651,5.215743541,0.0242,27969.09446,13.51570748,0.00185207,21.64347133,0.045960571,0.049927196
CCR1_GE3,resin_15,GE,3,545,649,13721184875,2.666831683,61,2.230755455,696,599.9363462,32.7587983,603,494,202,25.1301944,1624.404321,-0.181499253,20936866570,0.172926775,1520.142679,32.80026348,157.1065526,-7.279003293,8.338035926,1.932926219,0.626270081,1.032295245,1.700932734,0.748675045,0.607380636,0.571724728,0.977778007,0.904437947,-0.187780732,0.721355164,0.479906151,5.585425493,0.045630777,4.843001539,0.086837806,3.482158486,2.567740536,6.3799423,409.8661538,0.078820414,13.08148783,899.2192308,2.518113572,32.97365385,81.34403846,2751.423077,3.494752721,0.046605566,0.038053954,1.225321523,0.002396336,634.2467356,0.169073377,2.586112716,32.87567945,3.06232449,100.7327004,0.139564869,0.047531059,3.855083926,2292.187128,0.580460773,0.720680473,0.812364598,0.772068156,25.22517514,0.037351186,19.40875912,0.141669775,4.934413128,33.79562044,28415.41606,981435.8759,1052.516451,0.078979301,22.62043796,0.165112686,0.390311941,12.29092868,0.037017976,5.61620923,0.026346154,26974.74261,12.25073921,0.001724175,22.90632633,0.049531639,0.046213074
CCR1_GE3,rubber_00,GE,3,-218,55,4558953521,4.167064159,138.25,3.887310796,330,-75.6114,86.18559904,-67,-600,930,58.34541994,954.8773242,-0.502142088,6956411012,0.06736776,12349.76759,463.1774398,8713.853603,-125.6290403,48.51107144,30.78842392,0.223555875,4.256490056,3.569088545,12.38466368,0.311530362,0.219967789,0.980155299,0.905139991,-0.035158031,0.479931167,0.224660545,21.41834152,0.004962055,8.186599961,0.012538629,4.813251514,19.82487384,6.561169178,966.9756,0.19339512,2.49784316,336.8388,19.86039676,482.033,11.0114,5462.5612,0.026656927,0.00317601,0.305093732,142.1748013,0.00118176,305.5955831,0.065989377,20.50714441,480.9801592,1.255712778,607.8463869,0.003865126,0.00322918,4.584316305,4004.770111,0.864003249,0.926215385,0.088296274,0.944112545,453.3697865,0.0030869,87.29982964,0.049574009,31.89254982,465.5536627,51.1947757,26425.9699,0.107589109,0.004097812,642.6524702,0.364936099,0.626341154,288.2253875,0.002599363,6.549066977,0.3522,43.13317475,0.694044732,0.001440348,1595.470325,0.089154457,0.705149346
CCR1_GE3,rubber_01,GE,3,-205,59,4832862778,4.127744863,135,3.921983312,332,-66.02153846,83.71594556,-57,-627,959,56.36140893,964.0522227,-0.480450386,7374363370,0.069353846,11673.95531,575.9688004,8305.465739,-112.3581712,47.5623945,27.76997474,0.26269844,4.065230671,3.503910993,11.00949553,0.318753473,0.2273245,0.983611684,0.912631472,-0.03554585,0.482519927,0.231194138,23.89603362,0.005190243,8.118639717,0.012773552,4.804851368,18.83309231,6.568492499,974.7769231,0.187457101,2.745536649,360.64,18.77929996,589.0428846,11.78365385,7085.4175,0.021755412,0.002302167,0.294579484,168.7229725,0.000917767,325.5871261,0.067847562,19.4430237,588.0760593,1.270796668,750.6149508,0.002840868,0.002339675,4.561647313,4124.050174,0.858664198,0.922825444,0.094711101,0.941752887,553.090583,0.002231072,86.97715591,0.049672847,31.63178029,572.6790405,56.0776699,33764.84352,0.097772821,0.003079485,631.2832667,0.36052728,0.623211032,352.4122013,0.00221068,6.579772888,0.336730769,47.25836423,0.670443795,0.001390192,1504.441686,0.085308074,0.718854527
CCR1_GE3,rubber_02,GE,3,-184.1,61,4744275190,3.998435675,123.25,4.021188162,287,-54.972,76.7003424,-48,-527,814,51.73864609,974.0919043,-0.536719682,7239189438,0.07590264,9839.773216,415.8115798,5364.162625,-86.59652949,38.13165042,24.1261645,0.223934609,3.783142884,3.406092673,9.628847525,0.330188425,0.238885583,0.98052735,0.905579204,-0.032716453,0.456960691,0.245224357,20.30541544,0.006237332,7.854372274,0.014595147,4.642225181,15.56445373,6.454099416,905.4536,0.18109072,2.85843836,379.5132,15.810476,428.6316,12.3806,5552.7158,0.030783207,0.003286392,0.288314895,116.9512336,0.001410077,341.0199099,0.074150467,16.38729022,427.1377944,1.28148622,552.7164742,0.00405446,0.0033563,4.445440656,3924.729314,0.852580726,0.919769231,0.09739554,0.93900743,399.9989095,0.003203598,84.84177215,0.053697324,27.81232935,405.3765823,66.6443038,30547.20127,0.153692943,0.004834499,619.0151899,0.391781766,0.651006213,257.8470797,0.003739592,6.419973332,0.316,56.62988303,0.777419022,0.001398451,1300.147145,0.072102789,0.637904936
CCR1_GE3,rubber_03,GE,3,-190,65,4908596271,4.076995546,129.25,3.972702299,324,-58.06865385,80.69996021,-51,-614,938,54.29613435,971.5764619,-0.52681605,7489923509,0.071792973,10937.45586,541.4146563,7310.412665,-126.3657557,43.6543969,27.03682075,0.235202837,4.001071541,3.48065949,10.79477651,0.32051404,0.228786403,0.982413634,0.909970866,-0.033510065,0.464987045,0.235257782,23.17887476,0.005603016,8.022132907,0.014072196,4.733946182,17.67280441,6.495656473,980.7380769,0.188603476,2.647840237,373.3234615,17.58508861,555.4503846,11.55576923,6627.297692,0.021977556,0.002353379,0.296242387,157.1387797,0.00096829,337.2355611,0.070212414,18.21267515,554.0591265,1.266160428,706.3758308,0.002895066,0.00239138,4.506723022,4132.463598,0.859454179,0.923668639,0.091885079,0.94203353,520.9055111,0.002281055,90.89863326,0.051764598,29.67036642,530.4766515,55.20045558,31315.06606,0.101386282,0.003178609,643.3302961,0.366361216,0.627447581,325.4529028,0.002361848,6.494198696,0.337692308,46.43130225,0.695505198,0.001353887,1476.370497,0.079874244,0.668141084
CCR1_GE3,rubber_04,GE,3,-217,54,4755546526,4.150478684,136,3.704505711,270,-74.015,85.04639423,-66,-575,845,57.17188252,956.3096664,-0.436910547,7256388132,0.068486464,12056.67785,424.7838912,8197.848475,-117.2342533,47.08625813,29.71815511,0.225765933,4.201716131,3.548233209,11.80442057,0.313024686,0.221588696,0.976317747,0.896784535,-0.033329176,0.468650252,0.227269752,20.50463949,0.0051906,8.144699471,0.012550944,4.791880276,19.20110331,6.542665557,988.7088462,0.190136317,2.718177367,356.1296154,19.33818783,442.3444231,11.28730769,5129.887885,0.028339607,0.003235072,0.316062748,137.1021159,0.001418382,321.9464126,0.066868893,20.02811458,441.5226564,1.257543893,558.1628809,0.003938263,0.003292979,4.571399627,4160.878982,0.863527676,0.925857988,0.0893149,0.943926932,416.1770696,0.003151091,91.1475147,0.048715935,32.39545443,432.6948156,56.72367718,26511.11117,0.128458697,0.004389008,730.4676644,0.390415641,0.649317311,280.3387649,0.003310479,6.452818762,0.359807692,48.99937754,0.837499769,0.001356632,1402.417526,0.097892799,0.57557472
